用户名,时间,内容,点赞量,sentiment,sentiment_class
草木善良,2020/8/27 3:48,当初英国强行划分的巴基斯坦和印度，所以印巴很像，你看印度什么样？物化强奸女性，本人支系的巴基斯坦留学生学长第一次见面就敢对我动手动脚，兄弟姐妹们，请小心并多加转告啊！谢谢你们了！好人有好报！软妹子受不了他们那套的，我当时都女汉子生气了，他才罢休！,56,0.999880885,非常积极
像傻子一样开心吧,2020/9/21 11:46,真恶心,0,0.126016095,非常消极
有且不仅有,2020/8/28 10:28,保护好自己，警惕外国人,0,0.892557366,非常积极
理工丁真,2020/8/26 23:26,个人认为巴基斯坦如果没有印度带来的压力，跟中国关系也不会很好，记得以前巴基斯坦跟美国关系不错，现在我觉得中巴双方有共同的利益和危机，所以站在了一起，至于未来，还是那句话，没有永远的朋友，只有永远的利益。（有错请指出，谢谢？）,249,0.999999999,非常积极
玲珑青锋,2020/8/27 0:09,"每次看到有人刷“没有永远的朋友，只有永远的利益”这句话来形容兔子，我就想笑。。。
5000年的中国，2000多年的朝贡历史，就留给了你这句英国人的话么？
“存亡继绝”这个词的意思了解一下？这可是周朝就开始的行为哟？",140,0.999993107,非常积极
黄金比例煎饺,2020/8/27 0:49,不会一堆人不知道美国为了讨好印度背叛巴基斯坦背刺一击吧。之后巴基斯坦举世求助，中国援助，防止巴基斯坦被印度灭国。,50,0.998640044,非常积极
刻师傅刮痧记,2020/8/27 0:54,回复 @玲珑青锋 :我就记住了天下熙熙 皆为利来 天下攘攘 皆为利往,34,0.755710445,较为积极
肥臀少年,2020/8/26 23:16,大家好，他是王骁,143,0.883901365,非常积极
启明大学士,2020/8/27 2:30,观察者网，不待也罢,2,0.590547146,中立
账号已注销,2020/8/28 14:44,懂佳宁:打的就是你,0,0.747588295,较为积极
21丶命运,2020/8/27 13:39,回复 @Bright小七 :大胆！龙王在此！你竟然口出狂言,0,0.709790345,较为积极
Hermetist19,2020/8/27 0:01,156是志愿军替苏联在朝鲜半岛跟美国人干了一架换回来的。巴基斯坦要么也替我们跟印度去克什米尔干一架，要么就好好出钱，没钱就出租地皮港口。想白嫖？就算真主同意我们都不同意。,144,0.594666448,中立
名花嗨咯英,2020/8/27 8:01,很残酷得告诉你，156项目不是免费的，是中国拿物资换来的。至于你说的抗美援朝？不好意思，人家连援助的武器都跟你算钱的。,68,0.178891047,非常消极
名花嗨咯英,2020/8/27 9:19,回复 @捷尔任斯-基 :你不会真的以为苏联能仅用三年时间就能给一个大国建设一个工业体系吧。有这个天顶星能力，那该解体的，应该是北约。,27,0.906347279,非常积极
名花嗨咯英,2020/8/27 9:23,回复 @捷尔任斯-基 :说句不好听的，苏联自己都没有一个完整的工业体系，过分依赖重工业军工业，民生工业长期残废，这也是苏联解体的一大原因之一。真不知道怎么传着传着就是苏联给予中国完整的工业了？,17,0.999953733,非常积极
卡卡塞西亚,2020/8/26 23:51,说好的不干涉别国内政的，这个还是要谨慎,69,0.639867855,较为积极
sunzheeng,2020/8/27 0:21,我的军理课老师说：原则问题可以灵活掌握，以本国利益为主，区别主要是你我知不知道罢了。,74,0.987799477,非常积极
朔原雪,2020/8/27 1:11,不会吧不会吧，现在还有人相信国际关系是和平的吧？,25,0.684504667,较为积极
阿毅毅毅,2020/8/27 0:55,没想到还在有人信了,23,0.471079319,中立
珠湿兄chanceux,2020/8/27 7:47,把国家关系拟人化是十分幼稚，还信以为真就是愚蠢至极。,161,0.443742744,中立
烤糊炸开的栗子,2020/8/27 10:09,"中国帮非洲修铁路，
非洲没钱付款怎么办？
拿那边的自然矿产资源换算成钱",43,0.455046743,中立
孔沙鹊,2020/8/27 13:51,回复 @静河泞雨霜 :人的情感也可能变质，父子反目成仇，爱人一拍两散。但绝对不会有人傻到在感情还维系的时候说，“对不起，情感都虚无缥缈的，你不要对我痴心妄想。”国家也是一样。在有共同利益的时候，不去团结他国，反而拒之门外，“对不起，我们之间只有利益，你不要想别的。”那不是傻子是什么？,20,0.999990057,非常积极
烤糊炸开的栗子,2020/8/27 10:08,"说铁哥们儿都是抬举了
铁哥们儿的地位是平等的，
但是包养关系是不平等的。",16,0.996350228,非常积极
Kirkera,2022/7/24 19:31,别的不说，在外网有关中国的视频，巴基斯坦的人都很友好，经常🇨🇳🇵🇰的，反倒是俄罗斯，官方嘴上说友好，俄罗斯人私底下却经常发一下无脑言论抹黑中国,43,0.99771762,非常积极
鹿笛尔露丢,2022/9/25 2:24,因为俄罗斯人自认西方国家，大多数都很亲美亲欧,8,0.999750314,非常积极
小猪饭团和番茄炒蛋,2022/9/4 1:36,绷,3,0.666666667,较为积极
WJR01101,2020/8/27 1:02,政治越界可不是好事，看起来做的是好事，但这是潘多拉的魔盒，你可不知道会有什么后果会在将来发生。,142,0.887244312,非常积极
粉是吃的不是用来拜的,2020/8/27 6:18,支持这个观点，我们只建议他们的学生来中国学习，然后回去建设自己的家乡,17,0.986757358,非常积极
TOMS等櫻,2020/8/27 13:21,回复 @游戏玩家憨兔 :授人以鱼不如授人以渔,4,0.984377892,非常积极
唉呦呦呦呦呦呦,2020/8/27 16:33,回复 @TOMS等櫻 :授人以渔别赖在别人家的渔场就好了,3,0.401891377,中立
叶色男孩,2020/8/27 22:12,"看了这个视频后，我也巴基斯坦留学生朋友聊了一下了解了一下他的观点，整理了如下几条
1.克什米尔中大概有百分之60到70的人支持克什米尔留在巴基斯坦，30-40%的人希望克什米尔独立
2.俾路支人并不想独立，但是依然有些恐怖分子在他国（印度）势力的支持下进行破坏活动
4.对于中国人去巴基斯坦，巴基斯坦的军队会提供很好的保护，他们的老师都在告诉他们和中国的友谊比海深，比山高
5.伊姆兰·汗在他们心中是一位很好的总理，当初在选举时他们也在国内发视频支持伊姆兰·汗
6..虽然中国比巴基斯坦富裕，但是他们并不想要无偿的援助，他们想要的是双赢的合作项目
感谢大家能看完这个评论，希望巴基斯坦不要成为中国人最熟悉，但是有最陌生的国家，在了解中巴友谊的同时也了解一下巴基斯坦的其他方面",42,1,非常积极
叶色男孩,2020/8/28 10:28,回复 @固化剂得到 :？？？,0,0.406904657,中立
固化剂得到,2020/8/28 10:33,回复 @叶色男孩 :？怎么变成回复你了，额，我这是评论.....,0,0.150699511,非常消极
散人LD,2020/8/26 23:35,我国不干涉他国内政，感觉你的想法太张扬了,104,0.998041417,非常积极
弈尘oo,2020/8/27 0:55,回复 @流河lxl :六七十年代是我国输出价值观的高峰，后来这几十年都是做生意了，赚钱重要,53,0.989848292,非常积极
求索天地间,2020/8/27 1:23,回复 @流河lxl :60年代，法国五月风暴，美国黑豹党，日本赤军，印度mao主义，南美革命，3m的旗号是瞎说的？,35,0.999964632,非常积极
打翻一个大西瓜,2020/8/27 1:05,回复 @流河lxl :上世纪国外一堆人是老毛粉丝,30,0.665699952,较为积极
凌曦云上,2020/8/26 23:40,别总纠结别人是不是跟你真铁，你要细算起来，除了你爸妈还有谁是真心为你好的,45,0.980393544,非常积极
L兮洵,2020/8/28 2:59,说实话，有的爸妈也不咋靠谱，还是靠自己吧,1,0.353030633,较为消极
诶嘿_得囔哒哟,2021/7/14 17:16,开普省刚发生对中企人员炸弹袭击。这个国家的结构性矛盾依然突出,34,0.952115232,非常积极
账号已注销,2020/8/27 8:11,等等，不知道你们看过270梁红的侣行(很有名，可查)没有，实地去巴基斯坦旅行，巴基斯坦根本不像传闻中对中国这么友好，中国旅客去那里要办一个证，分了好几期的人去骗钱，我看过一些vlog也有一些up主说巴基斯坦对中国的态度和传闻中不太一样……说这么多不是为了和热评对着干，是想说国家与国家最重要的还是利益，不要太相信一些传闻了,33,0.076417237,非常消极
东江选锋,2020/8/27 8:02,有些人就是反动势力，发表反动言论，干扰舆论！中苏即使交恶，依然可以买苏联民航机，比如安24（运七）、安12（运八），即使他们知道我们买回来其实是做军用机。而在东欧剧变后，美国人单方面立即终止了对华军事合作，能用于军用的东西都不卖了，已经交了800万美元订金的波音234（民用版CH47）也不给了，还要没收订金！真不要脸！要不是波音为了开拓中国民航机市场而反对没收订金，中国就钱物两空了！美国人毫无信誉可言，无耻流氓至极！,42,5.48E-06,非常消极
知可为与不为,2020/8/27 13:56,说实话，这期有点其心可诛了。苏联时代全世界现代文明都闻革命而色变，更何况苏联解体后的现在了。本来 现在中美冲突就是国际关系核心，中国压力已经极大极大了，目前的外交也在积极争取欧洲韩国等一切能争取的朋友，就算不站中国，也不要死心塌地站美国。已经到了博弈关键期了，这时候你敢输出革命？全世界就敢孤立你，最起码欧洲韩国等发达国家绝对第一个跳出来和你划清界限，到时候真的成了世界都谓之可杀。所以说，这种想法绝对是其心可诛，能得到的利益就是个芝麻，但是承担的风险却是一卡车西瓜。,37,0.999998061,非常积极
转子发动机,2020/8/27 14:13,从未输出革命，助其进步，不要过分解读,0,0.995503585,非常积极
账号已注销,2020/8/28 14:49,你以为王晓不懂吗？  他故意说这些的,0,0.884148641,非常积极
marines-XIAN,2020/8/26 23:21,就是个亲中周边国家而已，也仅此而已。邻居关系和睦，但是绝不会有血缘亲情~,41,0.999850812,非常积极
喜欢桌游,2020/8/27 2:23,有血缘的，反的你更深，越南，韩国，朝鲜，蒙古，有血缘吧，你看看一个个跳的,29,0.970308897,非常积极
kgb00018,2020/8/27 9:54,湾湾有血缘也没见得收回来了啊,9,0.558236836,中立
Umika灬北方,2020/8/27 5:27,回复 @九媱的滑稽又掉了 :本来就不差，之前因为萨德的事情弄得有点关系不好，但还是比其他国家好,8,0.010844677,非常消极
第欧根尼之于狗,2020/8/27 14:03,"观察者网是上海观察者信息技术有限公司和上海春秋发展战略研究院联合主办的新闻时评集成网站（online news and comments aggregator），旨在以即时综合资讯和特色原创内容为全球中文阅读者提供时政事件的深度报道以及思想领域的全面解读。 

业内定位一直是一帮想当国师的人办的民间媒体啊，主要迎合民族主义倾向，而且断章取义造谣国外的新闻还挺多的，真是官媒的话这样搞早被批评得不行不行了

而官媒，哪怕是被很多人吐槽环环

介绍也是：

 《环球时报》（Global Times）是由中-国-共-产党中-央委员会机关报社人民日报社主办与出版的国际新闻报刊，创刊于1993年1月。原名《环球文萃》，1997年改名为《环球时报》。2009年4月20日，《环球时报》英文版创刊，这是中-国第二份面向全国发行的英语综合性报纸。也是唯一向国外传达符合中国基本国情综合新闻的一份报媒。 

看出区别了吗？

有编制，体制内，才是官媒啊。
        ——转载于豆瓣鹅组的饭稻羹鱼
(另外，上上个世纪民族主义最频繁的区域是在德意志，与其同个时代产生的还有共产主义，德意志地区也是当时受剥削最严重的地区之一)",42,1,非常积极
固化剂得到,2020/8/28 0:24,"我个人感觉我是民族主义者，但我坚决反对输出革命干涉别国内政，所以别把锅甩到民族主义者头上，嗯,打个比方就像希拉里说她是女权主义者，特朗普说他让美国再次伟大一样，只是个幌子反而真正的女权和爱国者躺枪",4,0.995652505,非常积极
行无江,2020/8/27 14:09,顶顶,0,0.125,非常消极
断弦曲,2020/8/27 10:46,啊这……今年不对劲啊，各种苗头都出来了,29,0.714411357,较为积极
银翼九尾,2020/8/27 10:53,早就感觉观网不对劲了，后面有踩底线的意思了,4,0.503378477,中立
遥遥遥铃,2020/8/27 12:49,是啊，最近舆论风气相比前几年有点怪怪的,4,0.956611442,非常积极
断弦曲,2020/8/27 11:30,回复 @银翼九尾 :嘶，该不会要乱了吧，我其实不懂这些，但我总觉得这两年要整事了,2,0.054519091,非常消极
